id,label,plane,tier,language,framework,primary_cwe,variant,acceptable_cwes,owasp_2021,severity,file,start_line,end_line,alt_locations,flow,sanitizer,obfuscation,build_required,source
c-9490ed25,safe,vuln,1,csharp,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/csharp/9490ed25/Work.cs,8,8,tier1/csharp/9490ed25/Controller.cs:5:5,inter-file,custom-effective,none,false,generated
c-9508f4a3,vulnerable,vuln,1,csharp,aspnet,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/csharp/9508f4a3/Store.cs,11,11,tier1/csharp/9508f4a3/Controller.cs:5:5,inter-file,none,none,false,generated
c-97c0277b,safe,vuln,1,java,spring-mvc,CWE-639,user-controlled-key,CWE-639;CWE-862;CWE-285;CWE-284;CWE-566,A01,high,tier1/java/97c0277b/InvoiceController.java,18,18,tier1/java/97c0277b/InvoiceController.java:17:17,inter-file,custom-effective,none,false,generated
c-9933f58e,safe,vuln,1,python,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/9933f58e/work.py,2,2,,inter-file,custom-effective,aliasing,false,hand-authored
c-9ada35f0,vulnerable,vuln,1,python,flask,CWE-22,single-pass-filter,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/python/9ada35f0/reader.py,8,8,tier1/python/9ada35f0/handler.py:4:4,inter-file,none,none,false,generated
c-9b8b3bb4,vulnerable,vuln,1,python,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/9b8b3bb4/work.py,7,7,tier1/python/9b8b3bb4/cli.py:7:7,inter-file,none,callback,false,hand-authored
c-9bc1a8ee,safe,vuln,1,javascript,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/javascript/9bc1a8ee/work.js,14,14,,inter-file,custom-effective,collection,false,hand-authored
c-9c86fe98,safe,vuln,1,rust,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/rust/9c86fe98/work.rs,5,5,tier1/rust/9c86fe98/main.rs:3:3,inter-file,custom-effective,none,false,generated
c-9cb98577,safe,vuln,1,php,,CWE-79,unescaped-output,CWE-79;CWE-80;CWE-116,A03,high,tier1/php/9cb98577/work.php,5,5,tier1/php/9cb98577/handler.php:5:5,inter-file,custom-effective,none,false,generated
c-9ce8f299,safe,vuln,1,python,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/python/9ce8f299/work.py,7,7,,inter-file,custom-effective,reflection,false,hand-authored
c-9e712554,vulnerable,vuln,1,java,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/java/9e712554/Report.java,24,24,tier1/java/9e712554/Cli.java:3:3,inter-file,none,container-field,false,hand-authored
c-9f0c76e1,safe,vuln,1,java,,CWE-89,dynamic-identifier,CWE-89;CWE-943;CWE-564,A03,high,tier1/java/9f0c76e1/src/main/java/audit/EventRepository.java,20,24,,inter-file,custom-effective,none,true,hand-authored
c-9f6af198,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/wildfly__wildfly_CVE-2018-1047_11.0.0.Final/undertow/src/main/java/org/wildfly/extension/undertow/deployment/ServletResourceManager.java,73,107,,unknown,custom-effective,unknown,false,cve
c-a073f4bf,vulnerable,vuln,1,python,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/python/a073f4bf/work.py,3,3,tier1/python/a073f4bf/cli.py:7:7,inter-file,none,none,false,hand-authored
c-a17c4ea9,vulnerable,vuln,1,csharp,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/csharp/a17c4ea9/Report.cs,13,13,tier1/csharp/a17c4ea9/Cli.cs:7:7,inter-file,none,callback,false,hand-authored
c-a2538165,safe,vuln,1,python,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/python/a2538165/tokens.py,5,5,,intra-procedural,custom-effective,none,false,generated
c-a2de47d1,vulnerable,vuln,1,c,,CWE-134,user-controlled-format,CWE-134;CWE-20,A03,high,tier1/c/a2de47d1/work.c,5,5,tier1/c/a2de47d1/main.c:4:4,inter-file,none,none,false,generated
c-a3f213f2,vulnerable,vuln,1,java,,CWE-770,unbounded-allocation,CWE-770;CWE-400;CWE-789,A04,high,tier1/java/a3f213f2/Intake.java,7,7,tier1/java/a3f213f2/Cli.java:4:4,inter-file,none,none,false,generated
c-a4e15180,safe,vuln,1,kotlin,,CWE-502,objectinputstream,CWE-502;CWE-915,A08,high,tier1/kotlin/a4e15180/Work.kt,7,7,tier1/kotlin/a4e15180/Cli.kt:3:3,inter-file,custom-effective,none,false,generated
c-a6ae02f4,vulnerable,vuln,1,cpp,,CWE-78,system-call,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/cpp/a6ae02f4/runner.cpp,7,7,tier1/cpp/a6ae02f4/main.cpp:4:4,inter-file,none,none,false,generated
c-a6da7f68,safe,vuln,1,python,flask,CWE-78,blocklist-filter,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/python/a6da7f68/runner.py,5,5,tier1/python/a6da7f68/handler.py:4:4,inter-file,framework-implicit,none,false,generated
c-a70e5210,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/asf__tapestry-5_CVE-2019-0207_5.4.4/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/internal/util/AbstractResource.java,93,143,,unknown,unknown,unknown,true,cve
c-aa4aa840,vulnerable,vuln,1,python,,CWE-798,identifier-not-secret,CWE-798;CWE-259;CWE-321,A07,high,tier1/python/aa4aa840/ids.py,1,1,,intra-procedural,none,none,false,generated
c-aa953b51,vulnerable,vuln,1,go,,CWE-79,template-html-optout,CWE-79;CWE-80;CWE-116,A03,high,tier1/go/aa953b51/render.go,11,11,tier1/go/aa953b51/handler.go:3:3,inter-file,none,none,false,generated
c-ab272e76,vulnerable,vuln,1,csharp,aspnet,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/csharp/ab272e76/Runner.cs,10,10,tier1/csharp/ab272e76/Controller.cs:5:5,inter-file,none,none,false,generated
c-ac20689a,safe,vuln,1,python,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/python/ac20689a/work.py,4,4,,inter-file,custom-effective,strong-update,false,hand-authored
c-acff9e4b,safe,vuln,1,cpp,,CWE-125,unchecked-index-read,CWE-125;CWE-126;CWE-127,A03,high,tier1/cpp/acff9e4b/work.cpp,11,11,tier1/cpp/acff9e4b/main.cpp:4:4,inter-file,custom-effective,none,false,generated
c-adc5597b,vulnerable,vuln,1,cpp,,CWE-476,unchecked-allocation,CWE-476;CWE-690,A03,high,tier1/cpp/adc5597b/work.cpp,8,8,tier1/cpp/adc5597b/main.cpp:4:4,inter-file,none,none,false,generated
c-aeb9d750,safe,vuln,1,swift,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/swift/aeb9d750/Work.swift,4,4,tier1/swift/aeb9d750/main.swift:4:4,inter-file,custom-effective,none,false,generated
c-afc09b06,safe,vuln,1,python,flask,CWE-502,pickle-untrusted,CWE-502,A08,high,tier1/python/afc09b06/loader.py,5,5,tier1/python/afc09b06/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-afdf9eb8,vulnerable,vuln,1,csharp,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/csharp/afdf9eb8/Work.cs,10,10,tier1/csharp/afdf9eb8/Controller.cs:5:5,inter-file,none,none,false,generated
c-afe5d343,safe,vuln,1,python,flask,CWE-79,unescaped-output,CWE-79;CWE-80,A03,high,tier1/python/afe5d343/page.py,5,5,tier1/python/afe5d343/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-b01cd98f,vulnerable,vuln,1,go,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/go/b01cd98f/fetch.go,9,9,tier1/go/b01cd98f/handler.go:3:3,inter-file,none,none,false,generated
c-b1873e10,vulnerable,vuln,1,java,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/java/b1873e10/Report.java,9,9,tier1/java/b1873e10/Cli.java:3:3,inter-file,none,none,false,hand-authored
c-b1ad1f38,vulnerable,vuln,1,php,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/php/b1ad1f38/work.php,3,3,tier1/php/b1ad1f38/handler.php:5:5,inter-file,none,none,false,generated
c-b26ddc35,vulnerable,vuln,1,typescript,nestjs,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/typescript/b26ddc35/runner.ts,5,5,tier1/typescript/b26ddc35/route.ts:3:3,inter-file,none,none,false,generated
c-b3293869,vulnerable,vuln,1,c,,CWE-120,unbounded-copy,CWE-120;CWE-787;CWE-121;CWE-676,A03,high,tier1/c/b3293869/work.c,7,7,tier1/c/b3293869/main.c:4:4,inter-file,none,none,false,generated
c-b3923ed3,vulnerable,vuln,1,php,,CWE-22,unvalidated-concat,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/php/b3923ed3/work.php,4,4,tier1/php/b3923ed3/handler.php:5:5,inter-file,none,none,false,generated
c-b3e21050,vulnerable,vuln,1,kotlin,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/kotlin/b3e21050/Work.kt,8,8,tier1/kotlin/b3e21050/Cli.kt:3:3,inter-file,none,none,false,generated
c-b41fc528,safe,vuln,1,java,,CWE-327,in-test-data,CWE-327;CWE-328;CWE-326,A02,low,tier1/java/3b8ea4c7/src/test/resources/expected-digests.txt,1,3,,intra-procedural,none,none,false,hand-authored
c-b4897cf4,safe,vuln,1,csharp,,CWE-611,default-resolver,CWE-611;CWE-827;CWE-776,A05,high,tier1/csharp/b4897cf4/Work.cs,13,13,tier1/csharp/b4897cf4/Controller.cs:5:5,inter-file,custom-effective,none,false,generated
c-b4db1912,vulnerable,vuln,1,rust,,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/rust/b4db1912/runner.rs,5,5,tier1/rust/b4db1912/main.rs:3:3,inter-file,none,none,false,generated
c-b5bf877b,vulnerable,vuln,1,javascript,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/javascript/b5bf877b/work.js,8,8,tier1/javascript/b5bf877b/cli.js:3:3,inter-file,none,callback,false,hand-authored
c-b5e6882b,vulnerable,vuln,1,python,flask,CWE-502,pickle-untrusted,CWE-502,A08,high,tier1/python/b5e6882b/loader.py,5,5,tier1/python/b5e6882b/handler.py:4:4,inter-file,none,none,false,generated
c-b62fdc7a,vulnerable,vuln,1,cpp,,CWE-22,unvalidated-concat,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/cpp/b62fdc7a/work.cpp,7,7,tier1/cpp/b62fdc7a/main.cpp:4:4,inter-file,none,none,false,generated
c-b680fa53,safe,vuln,1,csharp,,CWE-502,binaryformatter,CWE-502;CWE-915,A08,high,tier1/csharp/b680fa53/Work.cs,11,11,tier1/csharp/b680fa53/Controller.cs:5:5,inter-file,custom-effective,none,false,generated
c-b698ffa8,safe,vuln,1,java,spring-security,CWE-862,intentionally-public,CWE-862;CWE-284;CWE-285;CWE-863,A01,high,tier1/java/b698ffa8/StatusController.java,13,13,tier1/java/b698ffa8/StatusController.java:13:13,framework-mediated,framework-implicit,none,false,generated
c-b6ca245e,safe,vuln,1,csharp,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/csharp/b6ca245e/Report.cs,10,10,,inter-file,custom-effective,reflection,false,hand-authored
c-b6e29ac5,vulnerable,vuln,1,c,,CWE-190,allocation-size-overflow,CWE-190;CWE-680;CWE-131,A03,high,tier1/c/b6e29ac5/work.c,6,6,tier1/c/b6e29ac5/main.c:5:5,inter-file,none,none,false,generated
c-b73da857,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/vert-x3__vertx-web_CVE-2018-12542_3.5.3.CR1/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java,132,155,tier3/project-sources/vert-x3__vertx-web_CVE-2018-12542_3.5.3.CR1/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java:157:222,unknown,unknown,unknown,true,cve
c-b750c32e,vulnerable,vuln,1,swift,,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/swift/b750c32e/Work.swift,4,4,tier1/swift/b750c32e/main.swift:4:4,inter-file,none,none,false,generated
c-b77ca6d6,safe,vuln,1,python,flask,CWE-20,unvalidated-numeric-range,CWE-20;CWE-1284;CWE-129,A04,high,tier1/python/b77ca6d6/ledger.py,8,8,tier1/python/b77ca6d6/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-b85479a4,safe,sca,1,javascript,,CWE-1395,vulnerable-version,CWE-1395;CWE-937;CWE-1104,A06,high,tier1/javascript/b85479a4/package.json,5,5,,intra-procedural,custom-effective,none,false,generated
c-b8d1c094,vulnerable,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/project-sources/jenkinsci__workflow-multibranch-plugin_CVE-2022-25175_706.vd43c65dec013/src/main/java/org/jenkinsci/plugins/workflow/multibranch/ReadTrustedStep.java,79,81,tier3/project-sources/jenkinsci__workflow-multibranch-plugin_CVE-2022-25175_706.vd43c65dec013/src/main/java/org/jenkinsci/plugins/workflow/multibranch/ReadTrustedStep.java:222:224;tier3/project-sources/jenkinsci__workflow-multibranch-plugin_CVE-2022-25175_706.vd43c65dec013/src/main/java/org/jenkinsci/plugins/workflow/multibranch/ReadTrustedStep.java:90:216,unknown,unknown,unknown,true,cve
c-b8d64688,vulnerable,vuln,1,typescript,,CWE-79,unescaped-output,CWE-79;CWE-80;CWE-116,A03,high,tier1/typescript/b8d64688/work.ts,2,2,tier1/typescript/b8d64688/route.ts:3:3,inter-file,none,none,false,generated
c-b97304b5,vulnerable,vuln,1,python,flask,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/b97304b5/view.py,6,6,tier1/python/b97304b5/view.py:9:9,inter-procedural,none,none,false,generated
c-b98d3cbe,vulnerable,vuln,1,php,,CWE-502,unserialize-untrusted,CWE-502;CWE-915,A08,high,tier1/php/b98d3cbe/work.php,4,4,tier1/php/b98d3cbe/handler.php:5:5,inter-file,none,none,false,generated
c-ba32185a,vulnerable,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/project-sources/apache__jspwiki_CVE-2019-10078_2.11.0.M3/jspwiki-main/src/main/java/org/apache/wiki/plugin/ReferredPagesPlugin.java,194,254,tier3/project-sources/apache__jspwiki_CVE-2019-10078_2.11.0.M3/jspwiki-main/src/main/java/org/apache/wiki/plugin/ReferredPagesPlugin.java:97:176,unknown,unknown,unknown,true,cve
c-bb03e91e,vulnerable,vuln,1,javascript,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/javascript/bb03e91e/work.js,5,5,tier1/javascript/bb03e91e/cli.js:3:3,inter-file,none,none,false,hand-authored
c-bbc7a615,vulnerable,vuln,1,java,spring-security,CWE-862,intentionally-public,CWE-862;CWE-284;CWE-285;CWE-863,A01,high,tier1/java/bbc7a615/StatusController.java,12,12,tier1/java/bbc7a615/StatusController.java:18:18,framework-mediated,none,none,false,generated
c-bc76bbc5,vulnerable,vuln,1,cpp,,CWE-125,unchecked-index-read,CWE-125;CWE-126;CWE-127,A03,high,tier1/cpp/bc76bbc5/work.cpp,6,6,tier1/cpp/bc76bbc5/main.cpp:4:4,inter-file,none,none,false,generated
c-bdf71974,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/wildfly__wildfly_CVE-2018-1047_11.0.0.Final/undertow/src/main/java/org/wildfly/extension/undertow/deployment/ServletResourceManager.java,68,93,,unknown,unknown,unknown,true,cve
c-befc2369,vulnerable,vuln,1,javascript,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/javascript/befc2369/work.js,16,16,tier1/javascript/befc2369/cli.js:3:3,inter-file,none,container-field,false,hand-authored
c-bf911e57,vulnerable,vuln,1,ruby,rails,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/ruby/bf911e57/store.rb,6,6,tier1/ruby/bf911e57/handler.rb:3:3,inter-file,none,none,false,generated
c-c0774a90,safe,vuln,1,python,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/python/c0774a90/work.py,22,22,,inter-file,custom-effective,container-field,false,hand-authored
c-c0a8e07d,vulnerable,vuln,1,python,flask,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/c0a8e07d/store.py,7,7,tier1/python/c0a8e07d/handler.py:4:4,inter-file,none,none,false,generated
c-c1857cec,vulnerable,vuln,1,csharp,,CWE-611,default-resolver,CWE-611;CWE-827;CWE-776,A05,high,tier1/csharp/c1857cec/Work.cs,13,13,tier1/csharp/c1857cec/Controller.cs:5:5,inter-file,none,none,false,generated
c-c222585c,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/apache__camel_CVE-2018-8041_2.20.3/components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java,305,347,,unknown,unknown,unknown,true,cve
c-c25ac982,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/apache__camel_CVE-2019-0194_2.21.4/camel-core/src/main/java/org/apache/camel/component/file/GenericFileEndpoint.java,1286,1309,,unknown,custom-effective,unknown,false,cve
c-c4c9de95,safe,vuln,1,swift,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/swift/c4c9de95/Work.swift,9,9,tier1/swift/c4c9de95/main.swift:4:4,inter-file,custom-effective,none,false,generated
c-c4cc32ec,vulnerable,vuln,1,ruby,,CWE-79,unescaped-output,CWE-79;CWE-80;CWE-116,A03,high,tier1/ruby/c4cc32ec/work.rb,2,2,tier1/ruby/c4cc32ec/handler.rb:3:3,inter-file,none,none,false,generated
c-c4f9e2dd,vulnerable,vuln,1,javascript,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/javascript/c4f9e2dd/work.js,5,5,tier1/javascript/c4f9e2dd/cli.js:3:3,inter-file,none,aliasing,false,hand-authored
c-c5b807c4,safe,vuln,1,java,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/java/c5b807c4/Runner.java,15,15,tier1/java/c5b807c4/Cli.java:4:4,inter-file,custom-effective,none,true,generated
c-c739e2d4,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/apache__camel_CVE-2019-0194_2.21.4/camel-core/src/main/java/org/apache/camel/component/file/GenericFileEndpoint.java,1198,1221,tier3/project-sources/apache__camel_CVE-2019-0194_2.21.4/camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java:389:424;tier3/project-sources/apache__camel_CVE-2019-0194_2.21.4/camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java:312:387,unknown,unknown,unknown,true,cve
c-c762fd2d,vulnerable,vuln,1,swift,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/swift/c762fd2d/Work.swift,3,3,tier1/swift/c762fd2d/main.swift:4:4,inter-file,none,none,false,generated
c-ca41f756,safe,vuln,1,python,flask,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/python/ca41f756/reader.py,10,10,tier1/python/ca41f756/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-ca66da4a,vulnerable,vuln,1,go,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/go/ca66da4a/digest.go,9,9,tier1/go/ca66da4a/handler.go:3:3,inter-file,none,none,false,generated
c-cb1d6231,safe,vuln,1,python,flask,CWE-306,no-authentication,CWE-306;CWE-287;CWE-862,A07,high,tier1/python/cb1d6231/routes.py,16,16,tier1/python/cb1d6231/routes.py:10:10,framework-mediated,framework-implicit,none,false,generated
c-cc41cd31,safe,vuln,1,php,laravel,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/php/cc41cd31/runner.php,5,5,tier1/php/cc41cd31/handler.php:5:5,inter-file,custom-effective,none,false,generated
c-cce849ff,vulnerable,vuln,1,rust,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/rust/cce849ff/work.rs,5,5,tier1/rust/cce849ff/main.rs:3:3,inter-file,none,none,false,generated
c-cd37d891,safe,vuln,1,java,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/java/cd37d891/Report.java,11,11,,inter-file,custom-effective,callback,false,hand-authored
c-cf5e73cf,vulnerable,secret,1,python,,CWE-798,cloud-key-pair,CWE-798;CWE-259;CWE-321,A07,critical,tier1/python/cf5e73cf/deploy.py,2,2,,intra-procedural,none,none,false,generated
c-cff4aee4,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/spring-cloud__spring-cloud-config_CVE-2020-5410_2.1.8.RELEASE/spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/GenericResourceRepository.java,53,83,,unknown,unknown,unknown,true,cve
c-d14043cb,vulnerable,vuln,1,c,,CWE-125,unchecked-index-read,CWE-125;CWE-126;CWE-127,A03,high,tier1/c/d14043cb/work.c,6,6,tier1/c/d14043cb/main.c:5:5,inter-file,none,none,false,generated
c-d1f88ac9,safe,vuln,1,go,,CWE-79,template-html-optout,CWE-79;CWE-80;CWE-116,A03,high,tier1/go/d1f88ac9/render.go,11,11,tier1/go/d1f88ac9/handler.go:3:3,inter-file,custom-effective,none,false,generated
c-d4542bf9,safe,vuln,1,python,flask,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/d4542bf9/view.py,7,7,,intra-procedural,framework-implicit,none,false,generated
c-d4724859,safe,vuln,1,ruby,,CWE-79,unescaped-output,CWE-79;CWE-80;CWE-116,A03,high,tier1/ruby/d4724859/work.rb,4,4,tier1/ruby/d4724859/handler.rb:3:3,inter-file,custom-effective,none,false,generated
c-d48cf0f4,vulnerable,vuln,1,c,,CWE-787,unchecked-index-write,CWE-787;CWE-120;CWE-121;CWE-122;CWE-788,A03,high,tier1/c/d48cf0f4/work.c,6,6,tier1/c/d48cf0f4/main.c:5:5,inter-file,none,none,false,generated
c-d4bc096b,vulnerable,vuln,1,php,laravel,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/php/d4bc096b/runner.php,5,5,tier1/php/d4bc096b/handler.php:5:5,inter-file,none,none,false,generated
c-d7c9e28d,safe,vuln,1,kotlin,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/kotlin/d7c9e28d/Work.kt,6,6,tier1/kotlin/d7c9e28d/Cli.kt:3:3,inter-file,custom-effective,none,false,generated
c-d8a11d5e,safe,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/fixed-sources/nahsra__antisamy_CVE-2022-28367_1.6.5/src/main/java/org/owasp/validator/html/scan/AntiSamyDOMScanner.java,403,459,,unknown,custom-effective,unknown,false,cve
c-da9eb511,safe,vuln,1,ruby,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/ruby/da9eb511/work.rb,4,4,tier1/ruby/da9eb511/handler.rb:3:3,inter-file,custom-effective,none,false,generated
c-dae62426,vulnerable,vuln,1,java,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/java/dae62426/Report.java,15,15,tier1/java/dae62426/Cli.java:3:3,inter-file,none,collection,false,hand-authored
c-dc36bcbb,vulnerable,secret,1,python,,CWE-798,signing-key-literal,CWE-798;CWE-259;CWE-321,A07,high,tier1/python/dc36bcbb/session.py,1,1,,intra-procedural,none,none,false,generated
c-dcdfc464,safe,vuln,1,cpp,,CWE-787,unchecked-index-write,CWE-787;CWE-120;CWE-121,A03,high,tier1/cpp/dcdfc464/work.cpp,9,9,tier1/cpp/dcdfc464/main.cpp:5:5,inter-file,custom-effective,none,false,generated
c-dd3babb8,safe,vuln,1,swift,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/swift/dd3babb8/Work.swift,5,5,tier1/swift/dd3babb8/main.swift:4:4,inter-file,custom-effective,none,false,generated
c-ded9c8e8,vulnerable,secret,1,python,,CWE-798,pem-private-key,CWE-798;CWE-259;CWE-321,A07,critical,tier1/python/ded9c8e8/transport.py,1,1,,intra-procedural,none,none,false,generated
c-df6ba131,vulnerable,vuln,1,cpp,,CWE-787,unchecked-index-write,CWE-787;CWE-120;CWE-121,A03,high,tier1/cpp/df6ba131/work.cpp,6,6,tier1/cpp/df6ba131/main.cpp:5:5,inter-file,none,none,false,generated
c-dfcb1cd6,safe,vuln,1,java,,CWE-327,weak-cipher-mode,CWE-327;CWE-328;CWE-326,A02,high,tier1/java/dfcb1cd6/Sealer.java,12,12,,intra-procedural,custom-effective,none,false,generated
c-dff480ae,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/apache__camel_CVE-2018-8041_2.20.3/components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java,306,352,,unknown,custom-effective,unknown,false,cve
c-e019e075,safe,vuln,1,c,,CWE-78,system-call,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/c/e019e075/runner.c,10,10,tier1/c/e019e075/main.c:3:3,inter-file,framework-implicit,none,false,generated
c-e0713e97,safe,vuln,1,python,flask,CWE-434,unchecked-upload,CWE-434;CWE-646;CWE-73,A04,high,tier1/python/e0713e97/storage.py,13,13,tier1/python/e0713e97/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-e194f9a2,vulnerable,vuln,1,csharp,,CWE-502,binaryformatter,CWE-502;CWE-915,A08,high,tier1/csharp/e194f9a2/Work.cs,13,13,tier1/csharp/e194f9a2/Controller.cs:5:5,inter-file,none,none,false,generated
c-e3a1321a,vulnerable,vuln,1,python,flask,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/python/e3a1321a/reader.py,8,8,tier1/python/e3a1321a/handler.py:4:4,inter-file,none,none,false,generated
c-e3ddef84,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/DSpace__DSpace_CVE-2016-10726_4.4/dspace-xmlui/src/main/java/org/dspace/app/xmlui/cocoon/SafeResourceReader.java,34,66,,unknown,unknown,unknown,true,cve
c-e40f0272,safe,vuln,1,ruby,rails,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/ruby/e40f0272/store.rb,6,6,tier1/ruby/e40f0272/handler.rb:3:3,inter-file,framework-implicit,none,false,generated
c-e48448f7,vulnerable,vuln,1,java,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/java/e48448f7/Settings.java,5,5,,intra-procedural,none,none,false,generated
c-e4c16fda,safe,vuln,1,javascript,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/javascript/e4c16fda/work.js,7,7,,inter-file,custom-effective,callback,false,hand-authored
